序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
10004,011591,民生加银稳健配置9个月持有混合(FOF),2026-05-06,1.0915,1.0915,0.28,0.19,2.1,0.23,2.11,10.38,14.86,12.34,2.11,9.15,,0.06%
10005,005659,南方恒生指数ETF联接C,2026-05-07,1.1694,1.1694,1.44,2.95,4.75,-2.56,-3.18,10.37,41.37,35.33,-0.26,5.78,9.906,0.00%
10006,014122,大成品质医疗股票C,2026-05-07,0.8038,0.8038,-0.15,-0.89,-2.76,-5.2,-9.74,10.37,-1.24,-13.39,-5.72,-19.62,9.7638,0.00%
10007,017367,汇添富添福睿选稳健养老一年持有混合(FOF)Y,2026-04-30,1.1294,1.1294,0.2,0.66,3.42,0.47,4.41,10.36,16.85,15.14,4.96,16.0,,0.00%
10008,020461,华安中证国有企业红利ETF发起式联接A,2026-05-07,1.1986,1.1986,-1.37,-1.21,0.98,1.12,-0.88,10.36,12.07,,3.92,19.86,10.1756,0.06%
10009,022577,鹏华信用增利债券D,2026-05-07,1.1362,1.1362,-0.15,0.0,0.11,1.03,3.16,10.36,,,1.79,13.62,9.9265,0.08%
10010,162414,华宝新机遇混合(LOF)A,2026-05-07,1.9209,1.9209,0.15,0.62,3.34,1.93,2.44,10.35,14.93,17.22,2.6,92.09,10.2065,0.15%
10011,009162,富国医药成长30股票A,2026-05-07,0.9588,0.9588,1.56,0.51,-2.59,-1.01,-10.38,10.35,20.41,11.18,-3.73,-4.12,10.7927,0.15%
10012,009888,广发稳健优选六个月持有期混合C,2026-05-07,1.1443,1.1443,1.89,2.68,12.62,8.0,16.81,10.35,10.46,3.68,20.07,14.43,9.8493,0.00%
10013,013551,汇添富品牌价值一年持有混合C,2026-05-07,0.908,0.908,1.14,0.67,2.31,-9.86,-7.93,10.35,11.26,-2.3,-6.73,-9.2,10.3415,0.00%
10014,000385,景顺长城景颐双利债券A,2026-05-07,1.899,2.184,-0.05,0.11,1.33,0.64,2.65,10.34,15.23,19.66,2.59,127.84,10.087,0.08%
10015,007070,博时颐泽稳健养老(FOF)A,2026-04-30,1.2715,1.2715,0.06,0.39,2.3,0.38,3.3,10.34,12.74,8.28,3.16,27.15,,0.08%
10016,009000,景顺景颐嘉利6个月持有期债券C,2026-05-07,1.3389,1.3389,-0.09,0.09,1.41,0.53,2.37,10.34,14.69,17.24,2.27,33.89,10.0979,0.00%
10017,009423,招商瑞信稳健配置混合A,2026-05-07,1.2761,1.3321,0.39,0.73,2.52,0.45,0.96,10.34,15.32,16.91,1.47,34.02,10.1225,0.10%
10018,003276,国联安添利增长债C,2026-05-07,1.4417,1.5657,-0.12,-0.2,0.44,-1.31,0.02,10.34,13.97,13.76,1.12,58.87,10.0031,0.00%
10019,012443,招商瑞鸿6个月持有混合A,2026-05-07,1.1239,1.1239,0.32,0.78,2.67,2.93,4.95,10.34,11.78,15.34,4.98,12.39,10.2619,0.10%
10020,003194,汇添富中证上海国企ETF联接A,2026-05-07,0.9773,0.9773,0.37,1.23,3.68,-5.36,-4.76,10.34,24.74,13.98,-4.18,-2.27,10.1431,0.12%
10021,018289,广发趋势动力混合C,2026-05-07,1.4562,1.7262,0.17,3.0,3.15,-13.93,-8.35,10.34,3.75,-17.4,-5.46,-19.45,10.4102,0.00%
10022,005579,光大晟利债券A,2026-05-07,1.3929,1.3929,-0.53,-0.56,0.27,-1.91,1.19,10.33,20.63,17.75,2.11,39.29,9.7549,0.08%
10023,010743,南方宁悦一年持有期混合C,2026-05-07,1.2454,1.2454,0.07,0.28,2.11,2.27,4.33,10.33,13.24,17.9,3.73,24.54,10.1442,0.00%
10024,011159,大成中小盘混合(LOF)C,2026-05-07,2.6463,3.182,-0.18,0.52,2.44,-3.68,0.5,10.32,9.45,-10.68,1.26,-24.15,10.5527,0.00%
10025,018635,嘉实稳健增利6个月持有混合A,2026-05-07,1.1644,1.1644,0.15,0.54,2.12,1.61,3.74,10.32,15.05,,3.26,16.44,10.1192,0.08%
10026,003170,长盛盛辉混合C,2026-05-07,1.8041,1.8041,0.02,0.32,2.59,0.59,3.52,10.31,11.16,15.5,2.3,80.41,10.0799,0.00%
10027,009512,天弘添利债券(LOF)E,2026-05-07,1.4495,1.5095,-0.02,-0.04,0.01,-0.53,1.12,10.31,24.6,20.26,1.36,51.21,9.5119,0.08%
10028,009469,博时健康成长双周定期可赎回混合C,2026-05-07,0.9029,0.9029,0.7,0.37,1.06,-0.64,0.11,10.31,7.16,-6.86,6.19,-9.71,10.3925,0.00%
10029,011095,博时恒泽混合A,2026-05-07,1.2206,1.2206,-0.28,0.07,3.06,2.87,3.19,10.3,17.42,21.25,3.71,22.06,10.1227,0.10%
10030,009612,兴全汇享一年持有混合C,2026-05-07,1.2224,1.2224,-0.21,0.06,2.22,1.68,3.9,10.3,13.05,14.93,4.32,22.24,10.0369,0.00%
10031,350002,天治低碳经济混合,2026-05-07,1.1303,3.6553,-0.31,1.88,13.18,9.62,3.21,10.29,12.78,-14.51,5.57,310.81,9.9514,0.15%
10032,002363,华安安康灵活配置混合A,2026-05-07,1.9543,2.037,-0.38,-0.13,1.75,-0.2,4.74,10.29,13.67,21.5,4.56,104.89,10.1448,0.12%
10033,202102,南方多利增强债券C,2026-05-07,1.2385,2.0748,0.06,0.56,3.81,2.26,5.96,10.28,14.22,16.62,5.19,164.54,9.8465,0.00%
10034,005887,华夏鼎沛债券C,2026-05-07,1.2457,1.3418,1.01,3.25,11.81,4.43,4.03,10.28,16.84,14.69,4.32,34.02,10.2585,0.00%
10035,007090,海富通稳健养老目标一年持有混合(FOF)A,2026-04-30,1.3701,1.3701,0.09,0.37,2.68,-0.09,2.51,10.28,13.46,11.88,2.38,37.01,,0.04%
10036,018773,南方惠享稳健添利债券C,2026-05-07,1.1683,1.1683,0.21,0.49,1.73,1.49,3.02,10.28,14.67,,2.77,16.83,10.0509,0.00%
10037,000122,汇添富实业债债券A,2026-05-07,1.616,1.89,0.1,0.47,1.29,0.04,2.5,10.27,17.47,23.93,1.71,106.32,9.917,0.10%
10038,519731,交银定期支付月月丰债券C,2026-05-07,1.6281,1.6281,0.14,0.18,2.36,1.81,4.29,10.27,11.85,8.95,4.72,62.81,10.0068,0.00%
10039,007671,建信中证红利潜力指数A,2026-05-07,1.4616,1.4616,-0.65,-0.5,2.89,-1.04,-0.65,10.27,9.8,9.02,-0.31,46.16,9.1969,0.12%
10040,010548,博时恒进持有期混合C,2026-05-07,1.1536,1.1536,0.34,0.99,4.25,3.02,3.38,10.27,12.27,11.39,4.13,15.36,10.0343,0.00%
10041,005656,光大安泽债券A,2026-05-07,1.3062,1.4292,0.13,0.43,2.89,3.64,4.55,10.26,16.2,17.27,4.5,46.16,10.1535,0.08%
10042,003161,南方安泰混合A,2026-05-07,1.2113,1.6112,0.06,0.37,2.73,2.59,5.03,10.26,12.55,15.96,4.41,72.07,10.0914,0.12%
10043,000812,富国收益增强债券C,2026-05-07,1.377,1.572,0.29,1.25,4.95,2.68,5.28,10.25,12.87,1.85,5.52,60.31,10.16,0.00%
10044,000184,工银添福债券A,2026-05-07,2.121,2.267,-0.05,-0.14,0.28,0.9,2.66,10.24,18.49,18.62,2.51,132.9,9.7258,0.08%
10045,018710,鹏华沪深港新兴成长混合C,2026-05-07,1.2881,1.2881,4.38,6.31,15.71,-6.42,1.4,10.24,51.81,,-6.5,28.81,9.5509,0.00%
10046,020196,汇添富中证红利ETF发起式联接C,2026-05-07,1.1342,1.2048,-1.52,-1.27,1.79,1.75,0.4,10.24,11.13,,4.76,20.99,10.0854,0.00%
10047,003144,华宝新机遇混合(LOF)C,2026-05-07,1.9021,1.9021,0.15,0.62,3.32,1.89,2.38,10.23,14.69,16.85,2.55,79.77,10.088,0.00%
10048,001614,东方区域发展混合,2026-05-07,1.2776,1.2776,0.27,1.96,9.24,-9.11,-11.37,10.22,19.23,20.26,-8.81,27.76,9.8161,0.15%
10049,023163,银河上证国有企业红利ETF发起式联接C,2026-05-07,1.0907,1.0953,-2.21,-1.92,1.83,3.8,-0.12,10.22,,,6.24,9.54,10.2195,0.00%
10050,009215,易方达瑞川混合A,2026-05-07,1.4459,1.4909,0.86,1.54,8.33,5.48,6.43,10.21,16.19,24.57,6.65,50.27,9.8959,0.06%
10051,010776,博时恒旭持有期混合C,2026-05-07,1.1441,1.2031,-0.13,0.18,1.28,0.56,0.87,10.21,21.53,22.01,1.59,20.37,10.0408,0.00%
10052,011928,博时汇誉回报混合C,2026-05-07,0.8539,0.8539,3.83,7.17,14.19,12.65,4.97,10.21,39.39,21.05,7.72,-14.61,10.067,0.00%
10053,018991,兴银智选消费混合C,2026-05-07,1.1819,1.1819,0.74,0.54,-1.06,-9.65,-7.35,10.21,14.64,,-5.6,18.19,10.0978,0.00%
10054,001393,国富金融地产混合C,2026-05-07,1.3695,1.3695,0.74,2.2,7.3,-4.45,-2.2,10.19,22.74,8.49,-2.6,36.95,9.3326,0.00%
10055,014846,博时恒乐债券A,2026-05-07,1.2464,1.2537,-0.33,-0.02,2.66,2.71,3.33,10.19,18.26,22.69,3.63,25.4,9.9892,0.06%
10056,018277,博时稳健增利债券A,2026-05-07,1.1831,1.1831,-0.34,0.01,2.77,2.58,3.23,10.19,16.12,,3.32,18.31,10.0353,0.08%
10057,006039,国富估值优势混合A,2026-05-07,1.8033,1.8033,-0.03,0.06,1.07,-2.8,-2.72,10.18,10.97,10.04,0.28,80.33,10.2127,0.15%
10058,009400,华安添瑞6个月混合A,2026-05-07,1.3035,1.3335,-0.19,0.01,1.52,0.15,3.79,10.18,14.66,21.14,3.69,34.15,10.0371,0.08%
10059,016424,广发集汇债券A,2026-05-07,1.1613,1.1613,0.33,0.84,4.16,3.13,6.29,10.18,12.85,15.66,4.36,16.13,10.0445,0.08%
10060,004738,摩根安隆回报混合A,2026-05-07,1.5204,1.5204,0.38,1.14,5.33,3.92,7.27,10.17,14.92,13.6,6.5,52.04,10.0384,0.10%
10061,012015,工银聚润6个月持有混合C,2026-05-07,1.0592,1.0592,0.33,1.0,3.7,1.47,2.27,10.17,14.4,8.93,2.51,5.92,10.104,0.00%
10062,012005,信澳恒盛混合A,2026-05-07,1.0445,1.0445,1.04,2.02,6.02,5.0,4.2,10.16,15.39,7.39,6.19,4.45,10.0516,0.08%
10063,012819,招商享诚增强债券C,2026-05-07,1.2085,1.2085,0.12,0.27,1.97,1.49,4.36,10.15,11.61,17.57,4.14,20.85,9.9936,0.00%
10064,011356,华泰柏瑞港股通时代机遇混合C,2026-05-07,0.595,0.595,1.9,8.22,18.98,-3.52,2.55,10.14,56.5,3.84,9.19,-40.5,10.6771,0.00%
10065,018162,宏利泰和稳健养老目标一年持有混合(FOF)Y,2026-04-30,1.1741,1.2008,-0.03,0.14,2.83,1.15,2.81,10.14,14.76,14.47,3.41,14.87,,0.00%
10066,233012,大摩多元收益债券A,2026-05-07,1.3389,2.1318,0.14,0.53,2.79,2.31,5.67,10.13,9.49,10.92,5.25,122.15,9.8179,0.08%
10067,010404,博道盛利6个月持有期混合,2026-05-07,1.1666,1.1666,0.16,0.53,2.77,2.17,4.53,10.13,17.76,16.33,5.21,16.66,9.8287,0.10%
10068,018105,中欧聚优港股通混合发起A,2026-05-07,1.198,1.198,2.82,4.6,8.29,-3.09,1.35,10.13,41.47,22.75,2.33,19.8,9.2866,0.15%
10069,012826,工银聚宁9个月持有期混合A,2026-05-07,1.183,1.183,0.14,0.62,3.24,-0.44,1.3,10.12,16.52,18.76,1.15,18.3,9.7504,0.15%
10070,021784,前海开源股息率100强股票C,2026-05-07,1.8215,1.8215,-0.64,-0.23,1.03,-1.07,0.69,10.12,,,2.53,11.09,10.1203,0.00%
10071,163812,中银双利债券B,2026-05-07,1.5776,2.0036,0.06,0.44,2.37,0.74,2.94,10.11,24.61,25.81,2.69,118.5,9.6165,0.00%
10072,009937,东方欣益一年持有期混合A,2026-05-07,0.9706,1.0206,-0.04,0.64,3.99,2.5,5.09,10.11,7.86,2.52,4.59,1.82,9.6971,0.10%
10073,010244,平安瑞尚六个月持有混合C,2026-05-07,1.194,1.194,0.8,0.77,1.89,-0.51,5.73,10.11,18.9,30.25,5.85,19.4,9.7225,0.00%
10074,001312,华安新优选灵活配置混合A,2026-05-07,1.395,1.395,-0.36,-0.14,1.82,-0.43,3.95,10.1,14.44,21.3,3.79,39.5,10.0158,0.15%
10075,590001,中邮核心优选混合A,2026-05-07,1.021,2.241,-0.19,-0.04,5.02,1.35,3.42,10.1,4.97,-24.08,6.24,106.11,9.2563,0.15%
10076,017369,银华尊颐稳健养老目标一年持有混合发起式(FOF)Y,2026-04-30,1.0801,1.0801,0.14,0.57,3.76,1.45,3.17,10.1,15.08,9.68,3.43,9.45,,0.00%
10077,017198,工银安悦稳健养老目标三年持有混合(FOF)A,2026-04-30,1.151,1.151,-0.03,0.09,2.48,-2.73,1.34,10.1,19.53,,2.06,15.1,,0.12%
10078,018871,银河乐活优萃混合C,2026-05-07,0.9535,0.9535,0.36,1.56,7.46,-1.62,0.45,10.1,-3.62,,-0.81,-15.15,9.2837,0.00%
10079,022484,金鹰元祺债券C,2026-05-07,1.7263,1.7263,0.38,0.84,3.21,1.54,4.78,10.1,,,4.8,14.71,9.8085,0.00%
10080,004905,华泰柏瑞生物医药混合A,2026-05-07,2.69,2.69,0.58,0.65,-3.09,5.12,-6.18,10.09,20.41,14.72,0.4,169.0,11.0286,0.15%
10081,017882,工银精选回报混合C,2026-05-07,1.3731,1.3731,-0.01,0.73,2.36,-13.57,-5.52,10.09,22.72,,-8.28,37.31,10.9217,0.00%
10082,016797,嘉实双利债券A,2026-05-07,1.1273,1.1273,0.26,0.61,1.79,1.82,3.44,10.09,12.26,12.67,3.1,12.73,9.9161,0.08%
10083,020462,华安中证国有企业红利ETF发起式联接C,2026-05-07,1.1918,1.1918,-1.37,-1.22,0.96,1.05,-1.01,10.09,11.51,,3.82,19.18,9.9041,0.00%
10084,121001,国投瑞银融华债券,2026-05-07,1.4914,3.3944,-0.03,0.27,2.1,2.09,3.63,10.08,13.47,19.25,3.15,521.52,9.8464,0.065%
10085,008666,国泰鑫利一年持有期混合A,2026-05-07,1.2673,1.3273,0.35,0.72,3.13,2.87,3.88,10.08,13.68,14.03,3.93,34.23,9.8656,0.12%
10086,009607,长信稳健精选混合C,2026-05-07,1.2044,1.2044,0.14,0.58,1.55,1.41,3.61,10.08,16.51,10.86,3.4,20.44,9.8805,0.00%
10087,012743,汇添富添福睿选稳健养老一年持有混合(FOF)A,2026-04-30,1.1187,1.1187,0.2,0.66,3.4,0.4,4.28,10.08,16.24,14.2,4.87,11.87,,0.12%
10088,011816,融通多元收益一年持有期混合,2026-05-07,1.0397,1.0397,-0.78,-0.26,3.01,1.5,4.15,10.08,4.84,0.61,4.2,3.97,9.7309,0.12%
10089,014713,恒生前海恒裕债券C,2026-05-07,1.1439,1.2576,0.01,-0.01,0.25,0.7,1.15,10.08,13.15,19.29,0.8,27.53,10.0254,0.00%
10090,022301,安信医药创新股票型发起A,2026-05-07,1.1241,1.1241,0.55,-0.49,-5.08,-3.36,-7.53,10.08,,,-3.82,12.41,9.1359,0.15%
10091,003882,易方达瑞弘混合A,2026-05-07,2.2248,2.2248,0.24,1.02,4.41,3.21,3.97,10.07,15.12,20.34,3.85,122.48,9.8884,0.06%
10092,010543,中加科鑫混合A,2026-05-07,1.0535,1.0535,0.12,0.44,2.27,1.42,3.12,10.07,13.36,12.45,3.2,5.35,9.9113,0.08%
10093,002501,银华远景债券A,2026-05-07,1.3064,1.4944,0.1,0.49,2.48,1.51,3.17,10.06,16.64,14.6,2.84,54.03,9.8738,0.08%
10094,004129,国联安鑫汇混合A,2026-05-07,1.5885,1.6145,0.15,0.59,3.93,2.72,2.72,10.06,13.76,15.19,3.11,62.94,9.7637,0.04%
10095,009230,鹏华安和混合A,2026-05-07,1.4247,1.4247,-0.07,0.0,2.25,-0.55,1.18,10.06,17.88,14.17,2.77,42.47,10.0324,0.08%
10096,017903,汇添富双颐债券C,2026-05-07,1.1072,1.1072,-0.1,0.24,1.24,1.31,2.76,10.06,12.22,,2.41,10.72,10.0159,0.00%
10097,016060,大成健康产业混合C,2026-05-07,1.204,1.204,0.58,0.33,1.01,-1.23,-6.08,10.05,-2.35,-15.09,0.08,-26.32,9.5541,0.00%
10098,019130,天弘多元锐选一年持有混合A,2026-05-07,1.1742,1.1742,-0.03,-0.09,1.22,1.39,3.54,10.05,13.94,,4.13,17.42,9.841,0.08%
10099,011072,鹏华安悦一年持有期混合C,2026-05-07,1.1038,1.1038,0.35,0.62,2.84,1.74,3.61,10.04,13.62,14.84,3.18,10.38,10.006,0.00%
10100,023615,银华远景债券D,2026-05-07,1.3073,1.3073,0.1,0.49,2.48,1.51,3.16,10.04,,,2.85,10.32,9.8571,0.09%
10101,002144,华安新优选灵活配置混合C,2026-05-07,1.658,1.658,-0.36,-0.12,1.84,-0.48,3.95,10.02,14.27,21.02,3.82,66.3,9.8741,0.00%
10102,010685,工银前沿医疗股票C,2026-05-07,3.033,3.033,0.5,0.9,-2.0,1.74,-2.13,10.01,3.27,-13.29,1.54,-7.53,10.4516,0.00%
10103,160323,华夏磐泰混合(LOF)A,2026-05-07,1.797,1.8573,0.28,0.54,3.5,2.11,3.98,10.0,24.97,35.34,4.07,88.3,9.7472,0.10%
10104,011416,恒越嘉鑫债券A,2026-05-07,1.2563,1.2563,0.75,1.62,4.45,2.15,3.48,10.0,20.82,23.75,3.42,25.63,9.5292,0.04%
10105,019414,长城消费增值混合C,2026-05-07,1.1367,1.1367,1.22,4.18,5.36,-5.09,-0.56,10.0,2.71,,4.19,3.86,9.4454,0.00%
10106,004428,交银增利增强债券C,2026-05-07,1.335,1.69,0.13,0.38,1.87,1.4,3.73,9.99,12.13,12.91,3.41,77.16,9.7862,0.00%
10107,016803,摩根双息平衡混合C,2026-05-07,0.8977,0.8977,-1.56,-1.76,-0.88,-2.72,-2.06,9.99,6.84,9.5,-1.43,13.35,10.1472,0.00%
10108,017743,中欧行业鑫选混合C,2026-05-07,1.0479,1.0479,2.47,4.81,9.05,5.25,4.98,9.99,10.76,,10.1,4.79,9.6589,0.00%
10109,004403,平安股息精选沪港深A,2026-05-07,1.5302,1.5302,-1.26,-2.01,0.98,1.12,-2.17,9.98,12.08,12.68,5.57,53.02,9.8256,0.15%
10110,160526,博时优势企业灵活配置混合A,2026-05-07,1.3447,1.6668,0.47,0.91,5.64,-2.03,-5.39,9.98,23.75,23.62,-1.43,70.45,9.4676,0.12%
10111,009216,易方达瑞川混合C,2026-05-07,1.4288,1.4738,0.85,1.53,8.31,5.42,6.32,9.98,15.71,23.81,6.57,48.51,9.6715,0.00%
10112,002335,汇丰晋信大盘波动股票C,2026-05-07,1.5615,1.5615,-0.21,-0.13,3.31,2.32,1.59,9.97,11.32,4.07,4.53,56.13,9.8797,0.00%
10113,009015,泓德睿享一年持有期混合A,2026-05-07,1.4654,1.4654,-0.05,0.1,1.8,0.32,2.44,9.97,19.02,26.86,2.82,46.54,9.6528,0.08%
10114,000185,工银添福债券B,2026-05-07,2.065,2.21,-0.05,-0.1,0.24,0.83,2.58,9.96,17.87,17.66,2.43,126.68,9.491,0.00%
10115,011388,工银宁瑞6个月持有期混合C,2026-05-07,1.1876,1.1876,0.17,0.5,2.35,0.81,1.88,9.95,15.28,17.65,2.04,18.76,9.6685,0.00%
10116,011905,安信价值启航混合A,2026-05-07,1.285,1.285,0.93,3.47,7.78,-4.6,-0.4,9.95,13.7,16.36,1.18,28.5,9.278,0.15%
10117,206004,鹏华信用增利债券B,2026-05-07,1.5252,1.9213,-0.14,-0.01,0.09,0.94,2.96,9.94,13.45,11.78,1.65,103.0,9.506,0.00%
10118,003126,长信易进混合A,2026-05-07,1.4043,1.4043,0.2,0.49,1.28,0.91,1.95,9.94,15.71,18.86,1.81,40.43,9.7195,0.08%
10119,003378,泰康策略优选混合,2026-05-07,1.8784,2.2845,0.63,1.2,1.45,-6.3,-3.01,9.94,17.85,12.79,-2.13,138.94,10.0281,0.15%
10120,011527,博时恒悦6个月持有混合A,2026-05-07,1.2205,1.2205,-0.11,-0.07,1.5,-0.25,3.51,9.94,15.05,15.37,2.43,22.05,9.5798,0.10%
10121,005489,中金衡优灵活配置混合A,2026-05-07,1.2151,1.3883,1.12,3.78,9.64,2.32,-0.82,9.94,12.2,1.45,1.07,39.47,10.2432,0.15%
10122,164206,天弘添利债券(LOF)C,2026-05-07,1.6628,2.3473,-0.02,-0.05,-0.02,-0.62,0.95,9.93,23.73,19.0,1.24,199.34,9.1291,0.00%
10123,004913,中银证券聚瑞混合A,2026-05-07,1.5358,1.5358,0.07,1.19,4.45,1.47,1.65,9.93,11.19,2.65,2.11,53.58,9.9513,0.10%
10124,003127,长信易进混合C,2026-05-07,1.391,1.391,0.2,0.48,1.28,0.91,1.94,9.93,15.69,18.83,1.82,39.1,9.7176,0.00%
10125,519736,交银新成长混合,2026-05-07,3.541,3.941,-0.37,0.03,6.66,4.15,5.95,9.93,3.39,-1.25,6.62,328.53,8.8534,0.15%
10126,007481,华夏逸享健康混合A,2026-05-07,1.0425,1.0425,0.51,-0.21,-4.17,2.27,-2.54,9.92,10.34,-5.36,2.86,4.25,10.2941,0.15%
10127,010379,广发均衡优选混合A,2026-05-07,1.0702,1.0702,2.04,2.82,12.71,7.97,16.04,9.92,10.78,3.34,19.39,7.02,9.4274,0.15%
10128,016368,博时稳健优选三个月持有混合(FOF)A,2026-04-30,1.0857,1.0857,0.06,0.57,2.36,0.7,2.87,9.92,15.16,8.25,2.78,8.57,,0.08%
10129,019208,大成创新成长混合(LOF)C,2026-05-07,0.956,1.023,-0.62,-0.1,2.03,-4.3,1.92,9.92,14.24,,0.3,12.98,10.1578,0.00%
10130,002222,嘉实新趋势混合A,2026-05-07,1.7294,1.8402,0.23,1.13,3.82,1.09,8.89,9.91,15.49,15.83,6.79,86.26,9.8241,0.15%
10131,008477,安信价值驱动三年持有混合,2026-05-07,1.8921,1.9421,0.86,3.39,7.97,-3.78,0.29,9.91,13.5,16.12,1.88,97.1,9.25,0.15%
10132,018061,汇添富中证上海国企ETF联接C,2026-05-07,0.9652,0.9652,0.37,1.23,3.65,-5.45,-4.93,9.91,23.76,12.64,-4.31,16.75,9.7192,0.00%
10133,011562,汇添富稳健盈和一年持有混合,2026-05-07,1.2386,1.2386,-0.03,0.23,1.35,0.23,1.4,9.9,15.78,20.74,1.65,23.86,9.6203,0.08%
10134,012444,招商瑞鸿6个月持有混合C,2026-05-07,1.1044,1.1044,0.33,0.78,2.64,2.84,4.75,9.9,10.89,13.97,4.84,10.44,9.8359,0.00%
10135,003294,嘉实新趋势混合C,2026-05-07,1.7284,1.7284,0.23,1.14,3.81,1.09,8.88,9.9,15.42,,6.79,15.84,9.8164,0.00%
10136,013360,华夏磐泰混合C,2026-05-07,1.793,1.8523,0.29,0.54,3.49,2.08,3.92,9.89,24.73,34.94,4.03,44.53,9.6368,0.00%
10137,005580,光大晟利债券C,2026-05-07,1.3459,1.3459,-0.53,-0.56,0.23,-2.01,0.99,9.89,19.69,16.37,1.96,34.59,9.3161,0.00%
10138,018636,嘉实稳健增利6个月持有混合C,2026-05-07,1.1539,1.1539,0.15,0.52,2.09,1.51,3.54,9.88,14.13,,3.12,15.39,9.6863,0.00%
10139,022583,天弘添利债券(LOF)F,2026-05-07,1.6617,1.6617,-0.02,-0.05,-0.03,-0.63,0.92,9.88,,,1.22,14.03,9.0855,0.00%
10140,012299,浦银安盛安裕回报一年持有混合A,2026-05-07,1.0233,1.0233,0.5,1.14,3.44,1.86,4.77,9.87,10.36,6.52,3.69,2.33,9.655,0.08%
10141,011156,金鹰责任投资混合C,2026-05-07,0.5083,0.7031,3.97,5.22,-2.19,1.46,-7.53,9.86,9.69,-18.63,5.76,-39.27,9.8077,0.00%
10142,012572,恒越乐享添利混合A,2026-05-07,1.0648,1.0648,-0.1,0.11,0.89,-0.19,2.34,9.86,10.5,9.2,1.89,6.48,9.7619,0.06%
10143,000386,景顺长城景颐双利债券C,2026-05-07,1.807,2.084,-0.11,0.06,1.29,0.5,2.38,9.85,14.29,18.18,2.38,116.76,9.5816,0.00%
10144,000896,鑫元聚鑫收益增强A,2026-05-07,1.1607,1.2747,0.75,0.89,3.2,3.14,5.45,9.85,9.34,18.52,4.15,28.82,9.6759,0.06%
10145,002919,东吴智慧医疗量化混合A,2026-05-07,0.8065,0.8065,1.48,1.2,-3.87,1.07,-7.83,9.85,-1.16,-23.74,1.61,-19.35,10.1325,0.15%
10146,003883,易方达瑞弘混合C,2026-05-07,2.1898,2.1898,0.24,1.01,4.39,3.16,3.87,9.85,14.67,19.62,3.78,118.98,9.671,0.00%
10147,016425,广发集汇债券C,2026-05-07,1.1486,1.1486,0.32,0.83,4.13,3.06,6.14,9.85,12.12,14.56,4.25,14.86,9.7144,0.00%
10148,009689,易方达瑞锦混合A,2026-05-07,1.4052,1.4452,0.05,0.43,2.57,2.39,4.18,9.85,18.87,25.59,4.05,45.85,9.5673,0.06%
10149,014847,博时恒乐债券C,2026-05-07,1.2308,1.2376,-0.32,-0.02,2.64,2.62,3.16,9.84,17.48,21.44,3.52,23.79,9.6416,0.00%
10150,007672,建信中证红利潜力指数C,2026-05-07,1.4227,1.4227,-0.65,-0.5,2.86,-1.13,-0.84,9.84,8.94,7.72,-0.45,42.27,8.7691,0.00%
10151,017584,鑫元聚鑫收益增强D,2026-05-07,1.1533,1.2071,0.74,0.89,3.19,3.13,5.45,9.84,9.29,17.86,4.15,18.54,9.671,0.00%
10152,004739,摩根安隆回报混合C,2026-05-07,1.4821,1.4821,0.38,1.14,5.31,3.85,7.12,9.83,14.24,12.58,6.4,48.21,9.7202,0.00%
10153,007505,华夏AH经济蓝筹股票A,2026-05-07,1.5739,1.5739,0.89,2.31,4.88,-3.48,-5.73,9.83,28.47,18.56,-2.05,57.39,9.5802,0.12%
10154,012220,南方安泰混合C,2026-05-07,1.2097,1.5878,0.07,0.37,2.7,2.49,4.83,9.83,11.65,14.57,4.27,17.57,9.6573,0.00%
10155,013184,广发恒阳一年持有混合A,2026-05-07,1.1231,1.1231,0.6,1.78,6.3,1.45,4.54,9.83,16.64,10.56,3.84,12.31,9.4,0.08%
10156,020523,交银核心资产混合C,2026-05-07,1.9269,1.9269,0.72,1.57,3.39,-5.44,-5.47,9.83,19.09,,-2.88,33.71,9.6637,0.00%
10157,000123,汇添富实业债债券C,2026-05-07,1.526,1.8,0.09,0.45,1.25,-0.07,2.29,9.82,16.53,22.47,1.56,95.4,9.477,0.00%
10158,005657,光大安泽债券C,2026-05-07,1.2683,1.3889,0.13,0.43,2.86,3.54,4.34,9.82,15.28,15.89,4.35,41.71,9.724,0.00%
10159,010242,平安稳健增长混合A,2026-05-07,0.8948,0.8948,0.21,0.65,2.76,0.54,3.15,9.82,6.63,4.79,2.84,-10.52,9.4021,1.20%
10160,011118,汇添富稳健睿选一年持有混合A,2026-05-07,1.2697,1.2697,0.13,0.42,2.11,1.18,2.34,9.82,14.2,18.79,2.21,26.97,9.5324,0.08%
10161,010874,泰康品质生活混合A,2026-05-07,1.3075,1.3075,0.62,1.17,1.22,-6.65,-3.37,9.82,18.64,15.51,-2.35,30.75,9.9109,0.15%
10162,012038,银华尊颐稳健养老目标一年持有混合发起式(FOF)A,2026-04-30,1.0687,1.0687,0.12,0.56,3.74,1.39,3.05,9.82,14.4,8.64,3.35,6.87,,0.10%
10163,013394,信澳价值精选混合C,2026-05-07,0.7954,0.7954,-0.24,-0.24,0.32,-7.8,-0.56,9.82,11.29,-8.92,-5.42,-20.46,9.6045,0.00%
